,ListA_field1,ListA_field2,ListA_field3,ListB_field4,ListB_field5,ListB_field6,ListC_field7,ListC_field8,ListC_field9,ListD_field10,ListD_field11,ListD_field12,ListE_field13,ListE_field14,ListE_field15
2023-12-26 12:00:00+00:00,0.003758009,0.000822525,0.035576037,0.229916215,0,0,0.004180602,0,0.092925114,0.004608295,0.051476315,0,0.007920941,0.053715141,0.006563066
2023-12-26 13:00:00+00:00,0.000376449,0.000306326,0.042732167,0.233850324,0,0,0.00055656,0,0.099799286,0.00902379,0.0489338,0,0.007711181,0.092068726,0.001314406
2023-12-26 14:00:00+00:00,0.000420067,0.000306147,0.02804428,0.129920787,0,0,0,0.000310945,0.058878425,0.003578732,0.028380126,0,0.006203174,0.048421863,0.000322243
2023-12-26 15:00:00+00:00,0.000248942,0.000424989,0.014422559,0.150029043,0,,0,0,0.056166763,0.00741771,0.042812589,0.000155448,0.005703993,0.054039301,0.001300911
2023-12-26 16:00:00+00:00,0,0.000201471,0.007248188,0.116747741,0,0,0.000184843,0.000307977,0.040261628,0.007358953,0.023201112,0,0.001662418,0.054926891,0.000443312
2023-12-26 17:00:00+00:00,0.000141824,0,0.028878193,0.122677634,0,1,0,0,0.04647619,0.005015674,0.023805668,0.000307125,0.003065395,0.072853244,0.0001703
2023-12-26 18:00:00+00:00,0,0.000387898,0.010166248,0.062632375,0,0.333333333,0,0,0.019520456,0.007598143,0.02442623,0,0.001601889,0.017303176,0
2023-12-26 19:00:00+00:00,0,0.000169607,0.007262022,0.124008418,0,0,0.000275786,0.000444247,0.035946978,0.002859185,0.019726027,0,0.005735041,0.014108965,0
2023-12-26 20:00:00+00:00,0,0,0.005565863,0.11868231,0,0,0,0.000741565,0.031724668,0.004197272,0.035063357,0,0.003161614,0.006350392,0
2023-12-26 21:00:00+00:00,0,0.000109421,0.004879239,0.100807754,0,0,0,0.000394166,0.028031688,0.005347594,0.01698244,0,0.00244918,0.005544355,0
2023-12-26 22:00:00+00:00,0,0.000215843,0.001356484,0.151003845,0,,0,0.000873744,0.03165688,0.007915567,0.022592424,0,0.004605937,0.008136483,0
2023-12-26 23:00:00+00:00,0.000166334,0,0.007861635,0.095309381,0,,0,0,0.072747014,0.006245663,0.022445162,0,0.063267033,0.014055854,0
2023-12-27 00:00:00+00:00,0,0.000149142,0.005389092,0.219680305,0,,0,0,0.075073314,0.003189793,0.015758874,0,0.007412637,0.009679154,0
2023-12-27 01:00:00+00:00,0,0,0.019022366,0.137143757,0,0,0,0.000570125,0.070586975,0.004978935,0.010698708,0,0.004999554,0.018792092,0
2023-12-27 02:00:00+00:00,8.11E-05,8.37E-05,0.013893967,0.149018972,0,0,0.000620732,0.000468384,0.072818006,0.012633625,0.026486014,0.00049595,0.008450966,0.027547005,9.29E-05
2023-12-27 03:00:00+00:00,0,0.000270222,0.004698696,0.195249738,0,,0.00022205,0,0.065764971,0.001946367,0.026154257,0.000154369,0.005855133,0.015365577,0.000188875
2023-12-27 04:00:00+00:00,0.000253984,0.000320349,0.003939172,0.101403264,0,0,7.70E-05,0,0.102899375,0.010238386,0.036361034,0,0.002944219,0.012844037,0.000159147
2023-12-27 05:00:00+00:00,0.000232261,0.000195381,0.004807923,0.08311075,0,0,5.69E-05,7.73E-05,0.032058661,0.000897227,0.029065366,0,0.00419836,0.058641044,0.00019757
2023-12-27 06:00:00+00:00,0.000272051,9.23E-05,0.011005107,0.092285835,0,0.178571429,0.000278408,5.06E-05,0.036510067,0.001393803,0.024680879,0,0.004265206,0.058338793,0.012206117
2023-12-27 07:00:00+00:00,0.00012562,0.000127734,0.01219299,0.114502858,0,0,8.66E-05,0,0.040666108,0.001226392,0.028369535,0,0.016639654,0.066769587,0.000756348
2023-12-27 08:00:00+00:00,0.000231743,0.000205122,0.011830366,0.115494916,0,0.096774194,0,0,0.04408658,0.002355072,0.031421766,5.18E-05,0.008001607,0.118849381,0.003649268
2023-12-27 09:00:00+00:00,0.000990405,0.00034099,0.016093636,0.124048282,0,0,9.55E-05,0.000290388,0.06245567,0.003055336,0.042709174,0,0.004214258,0.063748638,0.004411186
2023-12-27 10:00:00+00:00,0.000514521,0.000634152,0.01247858,0.14369426,0,0,0.000200048,6.89E-05,0.054888911,0.001352965,0.040310605,0,0.003871231,0.057193213,0.006146428
2023-12-27 11:00:00+00:00,0.001115898,0.000590135,0.020720276,0.176962896,0,0,0.000726315,0,0.068043923,0.002623639,0.045548654,0,0.00404157,0.061182919,0.001847575
2023-12-27 12:00:00+00:00,0.000859634,0.000189203,0.021598088,0.174720619,0,0,0.000233765,0,0.15021776,0.001620877,0.033057579,0.000122026,0.004118904,0.039285976,0.004896056
2023-12-27 13:00:00+00:00,0.00033379,0.00020654,0.024128823,0.149003638,0,0,5.22E-05,0,0.060558941,0.002885822,0.031282511,0,0.006476221,0.040985855,0.001470062
2023-12-27 14:00:00+00:00,0.000372692,0.000171839,0.026930254,0.13457564,0,0,0.000156087,0.000137287,0.071051286,0.003308215,0.024748293,0.00012773,0.005147292,0.033430651,0.001940133
2023-12-27 15:00:00+00:00,0.000218838,4.39E-05,0.020891365,0.140362395,0,0,7.13E-05,0,0.051917338,0.003682111,0.019957301,0,0.002896302,0.029354104,0.002172227
2023-12-27 16:00:00+00:00,0,0,0.018698183,0.122923386,0,0,0.000111919,0.000204082,0.077635863,0.004751188,0.018835499,0,0.002417466,0.033508593,0.000151092
2023-12-27 17:00:00+00:00,0,0.000227635,0.00433526,0.11691671,0,,8.59E-05,0.000267809,0.059636992,0.004049949,0.016584925,0,0.002496289,0.018495413,0.000134935
2023-12-27 18:00:00+00:00,0,4.99E-05,0.003674039,0.066830951,0,0.230769231,0,0,0.027300354,0.004958047,0.009118115,0,0.003411002,0.016801208,0
2023-12-27 19:00:00+00:00,0,0,0.006677524,0.14369924,0,0,0,0.000376648,0.027399246,0.011223944,0.010744593,0,0.002192052,0.010409646,0
2023-12-27 20:00:00+00:00,0,9.45E-05,0.001899937,0.079195999,0,0,0,0.000358938,0.022094499,0.006103764,0.009828184,0,0.001807795,0.002785725,0
2023-12-27 21:00:00+00:00,0,0,0.004789366,0.087404063,0,0,0,0,0.028597322,0.006143667,0.018495207,0,0.001896965,0.007310705,0
2023-12-27 22:00:00+00:00,0,0.000216638,0.002344361,0.135038039,0,1,0,0,0.032703117,0.007757405,0.025275735,0,0.005692109,0.015748031,0
2023-12-27 23:00:00+00:00,0,0.000788955,0.009581882,0.102579132,0,,0,0.001692047,0.033038721,0.00286533,0.040960452,0,0.020477048,0.014889424,0
2023-12-28 00:00:00+00:00,0,0,0.005580357,0.17358156,0,0,0,0,0.15826721,0.004849138,0.031969309,0,0.059265273,0.012505299,0
2023-12-28 01:00:00+00:00,0,0,0.013695503,0.095419242,0,0,0,0,0.081248749,0.003325942,0.014892756,0,0.006247831,0.009280979,0.000433877
2023-12-28 02:00:00+00:00,8.13E-05,0,0.005001786,0.135073595,0,,0,0,0.066822146,0.003512564,0.022076216,0.000655093,0.00924129,0.015224449,9.24E-05
2023-12-28 03:00:00+00:00,0,8.94E-05,0.010768047,0.196495185,0,,0,0,0.06247191,0.001617541,0.017299613,0,0.004264392,0.016444937,0.000170576
2023-12-28 04:00:00+00:00,0.000182249,0.000371333,0.005551601,0.121833424,0,0,0,0,0.074046372,0.043244949,0.036571319,0,0.005866946,0.02213035,0
2023-12-28 05:00:00+00:00,0.000390854,0,0.005201446,0.139339457,0,0,0.000725492,0,0.052591171,0.001833741,0.033660782,0,0.007244627,0.046381205,0.000563471
2023-12-28 06:00:00+00:00,0.000481367,0.000245922,0.017727129,0.116771631,0,1,5.47E-05,0,0.046835138,0.003208292,0.021439972,6.60E-05,0.010866149,0.082175145,0.00157155
2023-12-28 07:00:00+00:00,0.000629261,0.000394421,0.012262386,0.123300122,0,0,4.87E-05,0,0.049505352,0.001568491,0.029888437,0,0.010257039,0.039077067,0.000899023
2023-12-28 08:00:00+00:00,0.001335162,3.66E-05,0.012505766,0.14625433,0,0,0.000465092,0,0.056049394,0.003093653,0.038692613,0,0.004575838,0.053292668,0.001300973
2023-12-28 09:00:00+00:00,0.000719779,0.00026436,0.015828515,0.160283366,0,0.1,0.000505817,0,0.064013602,0.00249035,0.036236491,0.000158128,0.004998637,0.064327738,0.005407616
2023-12-28 10:00:00+00:00,0.000849868,0.000399162,0.013470533,0.135553885,0,0,0.000245387,0,0.089666776,0.002532887,0.030263429,0,0.003852168,0.059437721,0.004614974
2023-12-28 11:00:00+00:00,0.000368262,0.000534295,0.017772977,0.157415467,0,0,0.000429392,0.00037092,0.060233633,0.002187865,0.033696416,0,0.005116725,0.070966438,0.00099936
2023-12-28 12:00:00+00:00,0.000247962,0.000350877,0.018777631,0.171000837,0,0,0.000234412,7.78E-05,0.057837482,0.003133063,0.033506605,0,0.004105152,0.031705319,0.003502561
2023-12-28 13:00:00+00:00,0.000199084,0.000414451,0.02382824,0.168093437,0,0,0.000682307,0.000180067,0.057402454,0.003903111,0.032563731,0.000121996,0.005984252,0.050058072,0.003464567
2023-12-28 14:00:00+00:00,0.000220548,0.000225166,0.023738709,0.15089138,0,0,0.000237869,0.000129416,0.067063176,0.001563314,0.026538188,0,0.005018431,0.050127102,0.005329307
2023-12-28 15:00:00+00:00,8.38E-05,8.50E-05,0.020994737,0.14125241,0,0.166666667,6.83E-05,0.000243546,0.060625674,0.002384602,0.023897798,0,0.003835986,0.059875829,0.003576797
2023-12-28 16:00:00+00:00,0,0.000396092,0.020321985,0.164544,0,0,0.000111049,0.000190949,0.063217923,0.00443787,0.017602449,0,0.003242492,0.041488085,0.002007257
2023-12-28 17:00:00+00:00,0,6.77E-05,0.006947975,0.116947147,0,0,0,0,0.042005689,0.003944175,0.011487482,0,0.001907548,0.017408386,0.00012717
2023-12-28 18:00:00+00:00,0,5.49E-05,0.003884807,0.082302517,0,,0,0,0.028557089,0.004370282,0.008886832,0,0.001640531,0.013013208,0
2023-12-28 19:00:00+00:00,0,0.00042996,0.006472492,0.100381194,0,0,0,0,0.02743357,0.004977188,0.007456248,0,0.003038744,0.012692967,0
2023-12-28 20:00:00+00:00,0,0.000119875,0.006962819,0.143237919,0,0.25,0,0,0.038684439,0.005597761,0.012700881,0,0.001655172,0.018518519,0
2023-12-28 21:00:00+00:00,0,0.000304136,0.006019307,0.093097275,0,,0,0.000684697,0.031537153,0.004672897,0.025472915,0,0.002341659,0.007490191,0.000111508
2023-12-28 22:00:00+00:00,0,0,0.002340655,0.127300613,0,,0,0,0.031473534,0.00433213,0.019805248,0,0.003315303,0.019570223,0
2023-12-28 23:00:00+00:00,0,0.000290951,0.002784603,0.132545932,0,,0,0,0.070310101,0.003977273,0.02846553,0,0.061766125,0.004667632,0.000643397
2023-12-29 00:00:00+00:00,0,0.000168209,0.006942837,0.137189532,0,0,0,0.00036049,0.077386935,0.009259259,0.028815004,0,0.008664532,0.009518144,0
2023-12-29 01:00:00+00:00,0,0,0.012951432,0.132665094,0,0,0,0.000228728,0.073563684,0.007783145,0.015599129,0,0.00787037,0.010653807,0.000185185
2023-12-29 02:00:00+00:00,8.87E-05,9.23E-05,0.012972148,0.18356845,0,0,0,0.000403145,0.06746249,0.012201322,0.017364755,0,0.006283036,0.024498367,0
2023-12-29 03:00:00+00:00,0,0,0.011336122,0.129615483,0,0,0,0,0.040038214,0.002377034,0.01083266,0,0.002580753,0.017875336,0
2023-12-29 04:00:00+00:00,0.00034057,0,0.008112831,0.107024266,0,1,0.000225149,0,0.055464612,0.016550523,0.032621222,0,0.003434951,0.029300873,0
2023-12-29 05:00:00+00:00,0.000186463,0.000440917,0.002572614,0.129280875,0,0,0.000451386,0,0.05282264,0.001519547,0.018481161,0.000240442,0.015929337,0.048735567,0
2023-12-29 06:00:00+00:00,0.000213106,7.21E-05,0.008352121,0.079559581,0,0.166666667,9.58E-05,0,0.031634165,0.001803677,0.015686572,0,0.003885798,0.194677406,0.045484293
2023-12-29 07:00:00+00:00,7.64E-05,0.000154166,0.0131209,0.110576004,0,0.057142857,0,0.000156838,0.042386813,0.00156947,0.015251652,0,0.00584564,0.080627291,0.000307665
2023-12-29 08:00:00+00:00,0.000446664,4.06E-05,0.016549317,0.115401795,0,0.083333333,6.12E-05,0.000201552,0.085952946,0.003373037,0.023622047,0.000220264,0.006282774,0.067117311,0.036905115
2023-12-29 09:00:00+00:00,0.000406339,3.33E-05,0.01404321,0.112996072,0,0,4.64E-05,0.000168819,0.044163294,0.00181766,0.014767567,0,0.002808874,0.040936855,0.009688581
2023-12-29 10:00:00+00:00,0.000358551,3.98E-05,0.012822078,0.117166647,0,0,0.000122617,0.000108542,0.048932341,0.002939673,0.021413188,0,0.004964036,0.070143158,0.006736906
2023-12-29 11:00:00+00:00,0.000607106,9.49E-05,0.016513299,0.29828093,0,0,0.000727074,0,0.272131148,0.001577998,0.018067557,0,0.002718043,0.046458518,0.001159165
2023-12-29 12:00:00+00:00,0.000245922,4.08E-05,0.020661689,0.133945405,0,0.071428571,6.57E-05,0.000259302,0.050691705,0.001943095,0.019206785,0,0.005810459,0.045754832,0.003406131
2023-12-29 13:00:00+00:00,0.000190085,0,0.014431464,0.123821472,0,0,0,0.000119232,0.038294418,0.003285871,0.015487748,6.88E-05,0.004605294,0.037662634,0.002418942
2023-12-29 14:00:00+00:00,0.000264851,0.000114125,0.01039186,0.113999243,0,0,0,0,0.044803489,0.003936192,0.018927825,0,0.004546887,0.032022661,0.001440598
2023-12-29 15:00:00+00:00,0.000105731,5.37E-05,0.007147546,0.128568408,0,0.153846154,8.75E-05,0,0.0543486,0.002651979,0.015283223,0,0.002297342,0.030653132,0.000918937
2023-12-29 16:00:00+00:00,0,0,0.006206362,0.129996027,0,0,0.000147798,0,0.057773909,0.006817478,0.017747858,0,0.004131399,0.058292282,0
2023-12-29 17:00:00+00:00,0,0.000170459,0.007955028,0.118299901,0,0,0.00028585,0,0.050596885,0.002373418,0.011679762,0.000406793,0.002969619,0.018206719,0
2023-12-29 18:00:00+00:00,0,8.40E-05,0.006951233,0.078992841,0,,0,0,0.020650939,0.006832797,0.005214878,0,0.002015081,0.017888563,0
2023-12-29 19:00:00+00:00,0,0,0.001466993,0.096304437,0,,0,0,0.022498468,0.01255887,0.00691321,0,0.0014419,0.012258121,0
2023-12-29 20:00:00+00:00,0,0.000604961,0.002405002,0.141060904,0,,0,0.000648508,0.043037281,0.003132341,0.017278107,0,0.005422153,0.014199891,0
2023-12-29 21:00:00+00:00,0,0,0.002712069,0.086387088,0,,0,0,0.039559417,0.001792115,0.012138728,0,0.002891933,0.004600984,0
2023-12-29 22:00:00+00:00,0,0.000684463,0.000898876,0.112272421,0,,0,0,0.02815226,0.004424779,0.033720495,0,0.004493464,0.009860312,0
2023-12-29 23:00:00+00:00,0,0,0.002862595,0.094656489,0,,0,0,0.051993068,0,0.012437811,0,0.00093985,0.004612546,0
2024-01-01 00:00:00+00:00,0,0.004219409,0,0.097894737,0,,0,0,0.03276131,0,0.135542169,0,0,0.002152853,0
2024-01-01 01:00:00+00:00,0,0,0,0.05019305,0,,0,0,0.151260504,0,0.03187251,0,0.004201681,0,0
2024-01-01 02:00:00+00:00,0,0.004310345,0,0.074889868,0,,0,0,0.037313433,0,0.059633028,0,0,0.009661836,0
2024-01-01 03:00:00+00:00,0,0,0,0.087719298,0,,0,0,0.043918919,0,0.02894356,0,0,0.034124629,0
2024-01-01 04:00:00+00:00,0,0,0,0.081277213,0,,0,0,0.442088091,0,0.128129602,0,0,0.029329609,0
2024-01-01 05:00:00+00:00,0,0,0.003225806,0.196125908,0,,0,0,0.087053571,0,0.078341014,0,0.008849558,0.032218092,0
2024-01-01 06:00:00+00:00,0.006281407,0.000595238,0.009107468,0.290201005,0,,0,0,0.078685259,0,0.1,0,0.002739726,0.041533546,0
2024-01-01 07:00:00+00:00,0,0.001689903,0,0.166958808,0,,0,0,0.049407115,0,0.098265896,0,0.001005025,0.035575049,0
2024-01-01 08:00:00+00:00,0.001098901,0,0.002780352,0.306043956,0,,0,0,0.13028169,0.013745704,0.128051819,0,0.004135079,0.038821328,0
2024-01-01 09:00:00+00:00,0.008629442,0.001518987,0.001517451,0.387817259,0,,0,0,0.107396871,0,0.118624642,0,0.007164179,0.040860215,0
2024-01-01 10:00:00+00:00,0.00672318,0.000293341,0.001759015,0.366267173,0,,0,0,0.154608523,0.003115265,0.071382429,0,0.002683663,0.026002167,0
2024-01-01 11:00:00+00:00,0.003304875,0.00109081,0.022319262,0.453043239,0,,0,0,0.173799127,0.003831418,0.096426371,0,0.003755548,0.021231423,0
2024-01-01 12:00:00+00:00,0.006655574,0.001425314,0.001953125,0.444259567,0,,0,0,0.16912114,0.007853403,0.117608837,0,0.004526594,0.01249619,0
2024-01-01 13:00:00+00:00,0,0,0,0.288992974,0,,0,0,0.114811569,0,0.116037219,0,0.00238806,0.015173764,0
2024-01-01 14:00:00+00:00,0,0.000222916,0.009578048,0.083931777,0,,0,0,0.023349668,0.008888889,0.034574468,0,0.000782881,0.011849562,0
2024-01-01 15:00:00+00:00,0,0,0,0.093264249,0,,0,0,0.062962963,0,0.15712188,0,0.004991681,0.066473988,0
2024-01-01 16:00:00+00:00,0,0,0.008522727,0.074157303,0,,0,0,0.075907591,0.015151515,0.125,0,0.00617284,0.031325301,0
2024-01-01 17:00:00+00:00,0,0.001589825,0.01584507,0.057877814,0,,0,0,0.050522648,0,0.0625,0,0,0.023688663,0
2024-01-01 18:00:00+00:00,0,0,0.008902077,0.032967033,0,,0,0,0.090206186,0,0.053691275,0,0.002610966,0.052380952,0
2024-01-01 19:00:00+00:00,0,0,0.025,0.072164948,0,,0,0,0.068825911,0,0.106382979,0,0.007462687,0.052863436,0
2024-01-01 20:00:00+00:00,0,0,0.003642987,0.093406593,0,,0,0,0.04536862,0.006896552,0.032307692,0,0.003210273,0.001538462,0
2024-01-01 21:00:00+00:00,0,0,0.027241771,0.461643836,0,,0,0,0.026785714,0,0.012529366,0,0.00082713,0.026666667,0
2024-01-01 22:00:00+00:00,0,0.000933707,0,0.105849582,0,,0,0,0.021879022,0,0.045631068,0,0.002317497,0.045592705,0
2024-01-01 23:00:00+00:00,0,0.000452899,0.007281553,0.070756829,0,,0,0,0.033236994,0,0.021014162,0,0.00232423,0.01025641,0
2024-01-02 00:00:00+00:00,0,0.00031027,0,0.116456439,0,0,0,0,0.030655801,0.006218905,0.089372766,0,0.001955417,0.03436853,0
2024-01-02 01:00:00+00:00,0,0.000160231,0.015414258,0.053440926,0,0,0,0,0.037346711,0.001453488,0.013420622,0,0.001794454,0.01445271,0
2024-01-02 02:00:00+00:00,0.000115607,0,0.005134788,0.14566474,0,,0,0,0.05957192,0.010334137,0.023004755,0,0.003130103,0.017353579,0
2024-01-02 03:00:00+00:00,0.000129887,0.00013403,0.009079524,0.127678919,0,,0,0,0.067228132,0.001895285,0.035806671,0,0.002875924,0.01804018,0
2024-01-02 04:00:00+00:00,0,0.00160562,0.00222651,0.091819534,0,,0,0,0.048070489,0.01545044,0.12060866,0,0.004017926,0.015496368,0.000154536
2024-01-02 05:00:00+00:00,0.000167813,0.000727395,0.000373497,0.073614141,0,0,7.64E-05,0,0.03028123,0.00130365,0.061897514,0,0.018057143,0.031717263,7.62E-05
2024-01-02 06:00:00+00:00,0.000138021,0.000105426,0.006744488,0.063696905,0,0,0,0,0.024269461,0.00129056,0.031266074,0,0.001544121,0.070059136,0.000136246
2024-01-02 07:00:00+00:00,4.86E-05,9.78E-05,0.003994238,0.095582876,0,0.026315789,0,0,0.041686155,0.002059621,0.034752089,0,0.006652273,0.053286158,0.000116707
2024-01-02 08:00:00+00:00,0,0.000290248,0.00978268,0.136335448,0,0.068965517,0,0,0.057987558,0.001752967,0.038354393,0,0.003577391,0.045620728,0.000536609
2024-01-02 09:00:00+00:00,0.000111553,0.000375728,0.004928586,0.11077232,0,0,5.53E-05,0,0.054477117,0.002728364,0.028711996,0,0.003402299,0.026324572,0.001195402
2024-01-02 10:00:00+00:00,0.000308666,0.000230858,0.001929193,0.126051393,0,0.363636364,0,8.90E-05,0.109897946,0.00275744,0.04127223,0,0.006189789,0.045505813,0.000325778
2024-01-02 11:00:00+00:00,0.000741473,0.000380596,0.00376677,0.130640491,0,0,0,0,0.049714286,0.001219647,0.043859335,0,0.003139451,0.051373328,0.000636375
2024-01-02 12:00:00+00:00,0.000742449,0.000153439,0.004318564,0.13700129,0,0,6.63E-05,0,0.046356089,0.001830105,0.034115994,0,0.002628244,0.030199684,0.000328531
2024-01-02 13:00:00+00:00,0,0.000374602,0.002780404,0.118662889,0,0,0,0,0.047421237,0.003286034,0.037329228,0,0.002720421,0.036765368,8.92E-05
2024-01-02 14:00:00+00:00,0.00011409,0.000111259,0.002767678,0.142574634,0,0,0.021769178,0,0.059490856,0.005644993,0.020442081,0,0.020467432,0.029538545,0.002397087
2024-01-02 15:00:00+00:00,0,0.000274982,0.002593638,0.096806004,0,0.133333333,0,0.000170387,0.051460063,0.004024571,0.026570048,0.000225149,0.003579715,0.027316249,0.000464037
2024-01-02 16:00:00+00:00,0,0.000157716,0.000966495,0.113320855,0,0,0,0,0.055750206,0.004178273,0.021324262,0,0.002834156,0.050985859,0.000731395
2024-01-02 17:00:00+00:00,0,0.000338066,0.001310902,0.083284799,0,0,0,0,0.034521492,0.005698006,0.025706234,0,0.001630113,0.017116834,0
2024-01-02 18:00:00+00:00,0,0,8.74E-05,0.058750564,0,0,0,0,0.020209386,0.003996448,0.008163467,0,0.000923266,0.004427266,0
2024-01-02 19:00:00+00:00,0,0,0.003654637,0.081054202,0,0,8.32E-05,0,0.018122287,0.009427609,0.009265153,0,0.002825677,0.002316245,0
2024-01-02 20:00:00+00:00,0,0.000115048,0.003304105,0.09437751,0,0,0,0,0.029632609,0.006487488,0.011171081,0,0.003098773,0.006052928,0
2024-01-02 21:00:00+00:00,0.000241692,0.00012288,0.005704971,0.105498489,0,,0,0,0.029528115,0.010167464,0.013140604,0,0.003525424,0.007565837,0
2024-01-02 22:00:00+00:00,0,0,0.001123911,0.096704354,0,0,0,0,0.028898426,0.002679169,0.012542461,0,0.002896032,0.006614552,0
2024-01-02 23:00:00+00:00,0,0.001366867,0.010685104,0.070775027,0,,0,0,0.037328667,0.003552398,0.062293275,0,0.002171216,0.019322235,0
2024-01-03 00:00:00+00:00,0,0.000390625,0.001028807,0.111985019,0,,0,0,0.031347962,0,0.031683168,0,0.016688625,0.013615023,0
2024-01-03 01:00:00+00:00,0,0.000126247,0.016780822,0.085053084,0,0.117647059,0,0,0.031152648,0.002706883,0.012788048,0,0.002354571,0.00790644,0
2024-01-03 02:00:00+00:00,8.63E-05,0,0.00340643,0.090414977,0,0,0,0,0.022493698,0.000683527,0.011453824,0,0.001264838,0.008475474,0
2024-01-03 03:00:00+00:00,0,0,0.002147715,0.079650412,0,0,0,0,0.025813692,0.000189861,0.013071895,0,0.001225144,0.009033511,0
2024-01-03 04:00:00+00:00,0,0.000504177,0.001139493,0.078551136,0,0,0,0,0.065792812,0.001424501,0.038472813,0,0.001919226,0.008302974,0
2024-01-03 05:00:00+00:00,0,0.000315,0.000997851,0.099251404,0,0,0,0,0.168372451,0.006022674,0.028265954,0,0.018800358,0.03750086,0.000358102
2024-01-03 06:00:00+00:00,0,0.000228331,0.002885004,0.07419846,0,0,5.57E-05,0,0.038304726,0.013584199,0.021313784,0,0.002203799,0.05711329,0.000104943
2024-01-03 07:00:00+00:00,0.000326762,0.000442404,0.010416667,0.127328178,0,0,0,0.000117151,0.054177115,0.005512534,0.029550827,0,0.007613894,0.039313707,0.000251699
2024-01-03 08:00:00+00:00,0.001161072,0.000811118,0.00683144,0.149197805,0,0,0,0.000141143,0.057349334,0.004252303,0.046696975,0.000212721,0.004108622,0.051639445,0.00044938
2024-01-03 09:00:00+00:00,0.001828806,0.000354972,0.007084881,0.130960346,0,0,0,0.000241692,0.060897436,0.004999265,0.040662365,9.94E-05,0.003518997,0.070051617,0.000549843
2024-01-03 10:00:00+00:00,0.000187608,0.000760131,0.00318207,0.155668121,0,0,0,0,0.068953629,0.002662722,0.036913246,0,0.003750505,0.062029573,0.000461601
2024-01-03 11:00:00+00:00,0.000505074,4.66E-05,0.00730491,0.175490151,0,0,0,0,0.069145542,0.005003706,0.040333317,0,0.003348848,0.05205321,0.00011352
2024-01-03 12:00:00+00:00,0.000269239,0.00023033,0.009958071,0.196769127,0,0,0,0.000125345,0.07292431,0.003587736,0.037485001,0,0.003300521,0.028850677,0.000694847
2024-01-03 13:00:00+00:00,0.000232171,7.77E-05,0.004366323,0.197848547,0,0,0.027051864,0,0.075700623,0.002706767,0.030726144,0.000144949,0.024555307,0.023264848,9.15E-05
2024-01-03 14:00:00+00:00,0.000130964,0.000263031,0.004061641,0.114244554,0,0.0625,0,0,0.052459543,0.001421608,0.024748647,0,0.002185848,0.039475123,0
2024-01-03 15:00:00+00:00,0,0.000288401,0.003015394,0.091603489,0,0.181818182,0,0.000185185,0.043128932,0.002629692,0.022633495,0,0.002167529,0.025432425,0.000139841
2024-01-03 16:00:00+00:00,0,0.000695592,0.002062328,0.102909748,0,0,0,0,0.059300941,0.004383007,0.021550568,0,0.002217071,0.041528061,0
2024-01-03 17:00:00+00:00,0,0.000123732,0.001376014,0.083908882,0,,0,0,0.036953072,0.001900883,0.01283535,0,0.001850844,0.013433449,0
2024-01-03 18:00:00+00:00,0,0.000197381,0.000950269,0.091269068,0,0,0,0,0.018691589,0.004373178,0.009340687,0,0.001989187,0.007326258,0
2024-01-03 19:00:00+00:00,0,0.000109397,0.000989854,0.079560017,0,0,0,0,0.023537867,0.008836524,0.011144629,0,0.002090592,0.002447204,0
2024-01-03 20:00:00+00:00,0,0.00049743,0.003685027,0.109499522,0,0,0,0,0.039552702,0.006916427,0.020650585,0,0.004990403,0.003402807,0
2024-01-03 21:00:00+00:00,0,0.000353274,0.008511736,0.086568548,0,,0.000167645,0,0.031031295,0.004851752,0.009453912,0,0.001928516,0.01368738,0
2024-01-03 22:00:00+00:00,0,0.000421141,0.000499251,0.102926131,0,,0,0,0.037160553,0.008317025,0.04538376,0,0.003708282,0.006171316,0
2024-01-03 23:00:00+00:00,0,0,0.004270463,0.080171359,0,,0,0,0.060939061,0.007820137,0.028625354,0,0.058802692,0.007268951,0
2024-01-04 00:00:00+00:00,0,0.000164935,0.000505945,0.151667206,0,0,0,0,0.094747899,0.004338395,0.012402311,0,0.01185844,0.003256705,0
2024-01-04 01:00:00+00:00,0,0.000122835,0.015390186,0.118471035,0,0,0.000168776,0,0.059919366,0.00312256,0.012210316,0,0.0051089,0.005311203,0
2024-01-04 02:00:00+00:00,9.01E-05,0,0.001619534,0.161877308,0,0,0,0,0.058525034,0.003495563,0.020137477,0,0.004777879,0.010005817,0
2024-01-04 03:00:00+00:00,0.000125929,0.000129803,0.00324575,0.130714016,0,0.5,0,0.00020734,0.04877448,0.000936768,0.015555808,0,0.002232405,0.014644601,0
2024-01-04 04:00:00+00:00,0,0.000187688,0.000785649,0.102157477,0,0,0,0,0.060125918,0.020156047,0.04005418,0,0.004071938,0.00554939,0
2024-01-04 05:00:00+00:00,0.000594687,0,0.003287482,0.107109819,0,0,9.39E-05,0.000122489,0.04363952,0.000636294,0.028005321,0,0.018769456,0.017790618,0.001190258
2024-01-04 06:00:00+00:00,0.000458905,0.000325642,0.002620295,0.092882383,0,0.181818182,5.85E-05,0.000380402,0.032254686,0.002313667,0.019442959,0,0.002168968,0.057687408,5.29E-05
2024-01-04 07:00:00+00:00,0.000819791,0.00044311,0.0043157,0.111587983,0,0.153846154,0,0,0.064239702,0.001680108,0.024866606,8.28E-05,0.008332867,0.04249958,0.000223701
