,ListA_field1,ListA_field2,ListA_field3,ListB_field4,ListB_field5,ListB_field6,ListC_field7,ListC_field8,ListC_field9,ListD_field10,ListD_field11,ListD_field12,ListE_field13,ListE_field14,ListE_field15
2023-12-25 09:00:00+00:00,0.00837258,0.002160994,0.125297383,0.210361068,0,,0,0,0.121402878,0.004115226,0.086306099,0,0.012789281,0.190283401,0.003045067
2023-12-25 10:00:00+00:00,0.006859383,0.002069322,0.08424337,0.187653111,0,,0,0,0.115384615,0.003838772,0.151008646,0,0.004703116,0.189808917,0.005291005
2023-12-25 11:00:00+00:00,0.02565445,0.000554631,0.095825427,0.336125654,0,,0.001754386,0,0.147518695,0.004024145,0.13647199,0,0.010958904,0.143224149,0.017123288
2023-12-25 12:00:00+00:00,0.0155,0.001078749,0.123989218,0.2985,0,,0.002727273,0.00129199,0.123044097,0.015841584,0.160025707,0.001303781,0.015072084,0.130735387,0.013761468
2023-12-25 13:00:00+00:00,0.008264463,0.00384369,0.177802945,0.291617473,0,,0.001017294,0,0.137192704,0.004524887,0.118302018,0,0.011678832,0.130434783,0.005109489
2023-12-25 14:00:00+00:00,0,0.000992063,0.078566939,0.124015748,0,0,0,0,0.044345898,0,0.035133718,0,0.009868421,0.137526652,0.000548246
2023-12-25 15:00:00+00:00,0,0.001360544,0.097142857,0.18119891,0,,0,0,0.116531165,0,0.164051355,0.002109705,0.00622084,0.120930233,0.00777605
2023-12-25 16:00:00+00:00,0.004830918,0,0.109090909,0.169082126,0,,0,0,0.086956522,0.027027027,0.254054054,0,0.005747126,0.077777778,0.022988506
2023-12-25 17:00:00+00:00,0,0,0.003144654,0.043701799,0,,0,0,0.025,0,0.096858639,0,0,0.019337017,0
2023-12-25 18:00:00+00:00,0,0,0,0.0859375,,,0,0,0.122222222,0,0.1,0,0,0.017699115,0
2023-12-25 19:00:00+00:00,0,0,0,0.06557377,0,,0,0,0.047619048,0,0.089285714,0,0,0.018518519,0
2023-12-25 20:00:00+00:00,0,0,0.009375,0.096774194,0,,0,0,0.038596491,0,0.049411765,0,0,0.006993007,0
2023-12-25 21:00:00+00:00,0,0.005,0.019685039,0.153284672,0,,0,0,0.045180723,0,0.174934726,0,0.005449591,0.050420168,0
2023-12-25 22:00:00+00:00,0,0,0.004975124,0.115671642,0,,0,0,0.04496788,0.003278689,0.052224371,0,0.003898635,0.047151277,0
2023-12-25 23:00:00+00:00,0,0,0.003952569,0.168407311,0,,0,0,0.203442879,0,0.006784261,0,0.215859031,0.001438849,0
2023-12-26 00:00:00+00:00,0.003121998,0,0.001894537,0.10518732,0,,0,0,0.122460497,0.003210273,0.031617349,0,0.011333915,0.011637348,0.003923278
2023-12-26 01:00:00+00:00,0.005816208,0,0.024032043,0.22489337,0,,0.000584454,0,0.08201732,0.007407407,0.025020851,0,0.014427412,0.020441097,0.004959423
2023-12-26 02:00:00+00:00,0.000239578,0,0.004631416,0.277671299,0,,0,0,0.105332025,0.005370569,0.033743134,0,0.013986014,0.039370079,0
2023-12-26 03:00:00+00:00,0,0.000580215,0.009134234,0.191319246,0,,0,0,0.081596452,0.002020202,0.06126181,0,0.005320814,0.037578982,0
2023-12-26 04:00:00+00:00,0,0.001236603,0.003921569,0.294762485,0,,0,0,0.14362851,0.001879699,0.136039251,0,0.008525577,0.03388998,0
2023-12-26 05:00:00+00:00,0.003694297,0,0.032344214,0.214269222,0,0,0.000923077,0,0.077733485,0.002187227,0.053312426,0.00035727,0.020876827,0.075025694,0.002870564
2023-12-26 06:00:00+00:00,0.000153988,0.000319234,0.025409641,0.448875885,0,,0.000337838,0.000569476,0.245878136,0.003448276,0.048583722,0,0.010085633,0.076190476,0.001712655
2023-12-26 07:00:00+00:00,0.000496894,0.000503208,0.038716814,0.361118012,0,,0.000462107,0,0.185204991,0.002518892,0.051209551,0,0.013079283,0.107973937,0.000645891
2023-12-26 08:00:00+00:00,0.000600024,0.000492065,0.024017079,0.317172687,0,,0,0,0.16863529,0.001912046,0.066496548,0,0.015170494,0.048954973,0.000417537
2023-12-26 09:00:00+00:00,0.000108778,0.00078221,0.020542033,0.292505167,0,0,0,0.00040016,0.177532109,0.001801802,0.051541367,0,0.005016722,0.055913389,0.000257268
2023-12-26 10:00:00+00:00,0.001376936,0.001998824,0.018622311,0.299942628,0,,0.000213584,0,0.170084439,0.00140056,0.083922012,0,0.007338951,0.046368715,0.000951345
2023-12-26 11:00:00+00:00,0.001027297,0.000675422,0.027745395,0.253889052,0,,0.001124016,0.000196117,0.098449851,0.009800363,0.066678713,0,0.008015302,0.05748383,0.00337007
